C:\DataLog6804_6811\20210305_111443am_DLOG.csv
LTC6804/6811-1 Daisy Chainable

               ,       ,         ,           ,         ,          ,            ,            ,             ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , 
Elapsed Time   , Data  , ADC     , StartCells, OpenWire, Discharge, StartAux   , StartStatus, BRD#01 ADDR , CELL01, CELL02, CELL03, CELL04, CELL05, CELL06, CELL07, CELL08, CELL09, CELL10, CELL11, CELL12, GPIO1, GPIO2, GPIO3, GPIO4, GPIO5, VREF2, SOC   , ITMP  , VREGA , VREGD , 
Hrs:min:sec.mil, Point , Mode    , Command   , Isource , Remains  , Command    , Command    , 0xXX00      , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , 
0000:00:00.000, 0, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3272, 2,3079, 2,2709, 2,3312, 2,2784, 0,0000, 0,0489, 0,0000, 0,0053, 0,0455, 0,0590, 3,9867, 4,0506, 0,0000, 5,0178, 5,0174, 3,0022, 11,2440, 2,2864, 5,0594, 3,2056, 
0000:00:00.294, 1, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3278, 2,3087, 2,2717, 2,3314, 2,2789, 0,0000, 0,0790, 0,0000, 0,0196, 0,0482, 0,0557, 3,9871, 4,0506, 0,0000, 5,0173, 5,0175, 3,0022, 11,2460, 2,2864, 5,0594, 3,2057, 
0000:00:00.796, 2, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3276, 2,3086, 2,2719, 2,3317, 2,2789, 0,0000, 0,0862, 0,0007, 0,0175, 0,0406, 0,0450, 3,9868, 4,0503, 0,0000, 5,0175, 5,0172, 3,0021, 11,2460, 2,2863, 5,0592, 3,2055, 
0000:00:01.300, 3, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3273, 2,3084, 2,2719, 2,3313, 2,2787, 0,0000, 0,0930, 0,0034, 0,0171, 0,0380, 0,0402, 3,9865, 4,0505, 0,0000, 5,0173, 5,0175, 3,0021, 11,2480, 2,2866, 5,0596, 3,2059, 
0000:00:01.803, 4, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3272, 2,3083, 2,2718, 2,3311, 2,2788, 0,0000, 0,0970, 0,0042, 0,0165, 0,0369, 0,0376, 3,9884, 4,0520, 0,0000, 5,0172, 5,0171, 3,0022, 11,2460, 2,2870, 5,0591, 3,2058, 
0000:00:02.306, 5, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3278, 2,3092, 2,2723, 2,3314, 2,2794, 0,0000, 0,0998, 0,0044, 0,0157, 0,0367, 0,0361, 3,9874, 4,0513, 0,0000, 5,0177, 5,0173, 3,0021, 11,2480, 2,2867, 5,0594, 3,2055, 
0000:00:02.809, 6, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3280, 2,3091, 2,2724, 2,3316, 2,2798, 0,0000, 0,1018, 0,0040, 0,0149, 0,0369, 0,0357, 3,9875, 4,0503, 0,0000, 5,0172, 5,0175, 3,0023, 11,2500, 2,2869, 5,0599, 3,2053, 
0000:00:03.312, 7, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3276, 2,3090, 2,2725, 2,3312, 2,2793, 0,0000, 0,1030, 0,0034, 0,0142, 0,0372, 0,0354, 3,9871, 4,0504, 0,0000, 5,0177, 5,0172, 3,0022, 11,2480, 2,2868, 5,0592, 3,2052, 
0000:00:03.814, 8, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3279, 2,3092, 2,2724, 2,3313, 2,2795, 0,0000, 0,1043, 0,0030, 0,0138, 0,0376, 0,0352, 3,9865, 4,0506, 0,0000, 5,0176, 5,0172, 3,0022, 11,2500, 2,2870, 5,0597, 3,2054, 
0000:00:04.316, 9, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 0,0000, 2,3278, 2,3095, 2,2732, 2,3317, 2,2801, 0,0000, 0,1050, 0,0023, 0,0134, 0,0381, 0,0350, 3,9875, 4,0516, 0,0000, 5,0174, 5,0171, 3,0022, 11,2500, 2,2867, 5,0595, 3,2055, 
