C:\DataLog6804_6811\20210319_110838am_DLOG.csv
LTC6804/6811-1 Daisy Chainable

               ,       ,         ,           ,         ,          ,            ,            ,             ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , 
Elapsed Time   , Data  , ADC     , StartCells, OpenWire, Discharge, StartAux   , StartStatus, BRD#01 ADDR , CELL01, CELL02, CELL03, CELL04, CELL05, CELL06, CELL07, CELL08, CELL09, CELL10, CELL11, CELL12, GPIO1, GPIO2, GPIO3, GPIO4, GPIO5, VREF2, SOC   , ITMP  , VREGA , VREGD , 
Hrs:min:sec.mil, Point , Mode    , Command   , Isource , Remains  , Command    , Command    , 0xXX00      , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , 
0000:00:00.000, 0, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5700, 2,5710, 2,5645, 2,5789, 0,0000, 0,0000, 0,0000, 0,2817, 0,0125, 0,0000, 0,0248, 0,0726, 4,0835, 4,1514, 0,0000, 5,0466, 5,0461, 3,0042, 10,3440, 2,2711, 5,0860, 3,1602, 
0000:00:00.501, 1, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5700, 2,5710, 2,5644, 2,5788, 0,0000, 0,0000, 0,0000, 0,3365, 0,0654, 0,0156, 0,0559, 0,0930, 4,0828, 4,1515, 0,0000, 5,0464, 5,0463, 3,0042, 10,3440, 2,2713, 5,0860, 3,1599, 
0000:00:01.003, 2, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5699, 2,5710, 2,5644, 2,5790, 0,0000, 0,0000, 0,0000, 0,3522, 0,0788, 0,0199, 0,0493, 0,0765, 4,0842, 4,1521, 0,0000, 5,0466, 5,0466, 3,0043, 10,3420, 2,2715, 5,0864, 3,1600, 
0000:00:01.506, 3, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5700, 2,5710, 2,5644, 2,5789, 0,0000, 0,0000, 0,0000, 0,3649, 0,0896, 0,0226, 0,0419, 0,0600, 4,0823, 4,1509, 0,0000, 5,0459, 5,0459, 3,0042, 10,3420, 2,2709, 5,0859, 3,1601, 
0000:00:02.009, 4, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5700, 2,5709, 2,5644, 2,5787, 0,0000, 0,0000, 0,0000, 0,3761, 0,0987, 0,0243, 0,0360, 0,0454, 4,0842, 4,1514, 0,0000, 5,0464, 5,0467, 3,0042, 10,3440, 2,2709, 5,0868, 3,1603, 
0000:00:02.511, 5, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5700, 2,5711, 2,5644, 2,5789, 0,0000, 0,0000, 0,0000, 0,3849, 0,1056, 0,0255, 0,0324, 0,0351, 4,0842, 4,1524, 0,0000, 5,0459, 5,0459, 3,0041, 10,3420, 2,2711, 5,0858, 3,1599, 
0000:00:02.997, 6, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5700, 2,5711, 2,5644, 2,5789, 0,0000, 0,0000, 0,0000, 0,3931, 0,1125, 0,0268, 0,0311, 0,0283, 4,0850, 4,1519, 0,0000, 5,0464, 5,0462, 3,0042, 10,3480, 2,2711, 5,0860, 3,1604, 
0000:00:03.499, 7, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5699, 2,5709, 2,5644, 2,5789, 0,0000, 0,0000, 0,0000, 0,3964, 0,1140, 0,0247, 0,0298, 0,0229, 4,0839, 4,1520, 0,0000, 5,0463, 5,0463, 3,0042, 10,3420, 2,2711, 5,0866, 3,1600, 
0000:00:04.000, 8, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5699, 2,5711, 2,5643, 2,5789, 0,0000, 0,0000, 0,0000, 0,3985, 0,1148, 0,0232, 0,0310, 0,0214, 4,0835, 4,1525, 0,0000, 5,0464, 5,0460, 3,0042, 10,3420, 2,2712, 5,0856, 3,1599, 
0000:00:04.502, 9, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5700, 2,5709, 2,5644, 2,5788, 0,0000, 0,0000, 0,0000, 0,4021, 0,1167, 0,0225, 0,0315, 0,0191, 4,0856, 4,1514, 0,0000, 5,0460, 5,0457, 3,0041, 10,3460, 2,2710, 5,0862, 3,1597, 
0000:00:05.002, 10, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5699, 2,5709, 2,5643, 2,5788, 0,0000, 0,0000, 0,0000, 0,4037, 0,1169, 0,0204, 0,0322, 0,0175, 4,0844, 4,1513, 0,0000, 5,0457, 5,0459, 3,0043, 10,3420, 2,2710, 5,0865, 3,1604, 
0000:00:05.506, 11, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5711, 2,5714, 2,5649, 2,5797, 0,0000, 0,0000, 0,0000, 0,4052, 0,1171, 0,0194, 0,0330, 0,0167, 4,0846, 4,1520, 0,0000, 5,0465, 5,0465, 3,0041, 10,3480, 2,2708, 5,0857, 3,1601, 
0000:00:06.003, 12, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,5635, 2,5694, 2,5635, 2,5439, 0,0000, 0,0000, 0,0000, 0,3865, 0,1009, 0,0126, 0,0473, 0,0688, 4,0508, 4,1576, 0,0000, 5,0464, 5,0443, 3,0043, 10,3400, 2,2707, 5,0952, 3,1606, 
