C:\DataLog6804_6811\20210319_112718am_DLOG.csv
LTC6804/6811-1 Daisy Chainable

               ,       ,         ,           ,         ,          ,            ,            ,             ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       ,       , 
Elapsed Time   , Data  , ADC     , StartCells, OpenWire, Discharge, StartAux   , StartStatus, BRD#01 ADDR , CELL01, CELL02, CELL03, CELL04, CELL05, CELL06, CELL07, CELL08, CELL09, CELL10, CELL11, CELL12, GPIO1, GPIO2, GPIO3, GPIO4, GPIO5, VREF2, SOC   , ITMP  , VREGA , VREGD , 
Hrs:min:sec.mil, Point , Mode    , Command   , Isource , Remains  , Command    , Command    , 0xXX00      , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , V     , 
0000:00:00.000, 0, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4191, 2,4136, 2,3806, 2,4169, 0,0000, 0,0000, 0,0000, 0,2670, 0,0000, 0,0000, 0,0278, 0,0832, 4,0623, 4,1300, 0,0000, 5,0211, 5,0211, 3,0042, 9,7060, 2,2656, 5,0617, 3,1598, 
0000:00:00.503, 1, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4193, 2,4136, 2,3808, 2,4174, 0,0000, 0,0000, 0,0000, 0,3240, 0,0479, 0,0168, 0,0604, 0,1043, 4,0619, 4,1295, 0,0000, 5,0211, 5,0210, 3,0043, 9,7080, 2,2657, 5,0613, 3,1595, 
0000:00:01.006, 2, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4190, 2,4137, 2,3807, 2,4173, 0,0000, 0,0000, 0,0000, 0,3432, 0,0652, 0,0243, 0,0561, 0,0901, 4,0627, 4,1301, 0,0000, 5,0211, 5,0216, 3,0043, 9,7080, 2,2660, 5,0608, 3,1593, 
0000:00:01.510, 3, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4195, 2,4137, 2,3806, 2,4169, 0,0000, 0,0000, 0,0000, 0,3570, 0,0771, 0,0270, 0,0481, 0,0723, 4,0608, 4,1282, 0,0000, 5,0212, 5,0212, 3,0043, 9,7060, 2,2656, 5,0612, 3,1600, 
0000:00:02.011, 4, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4195, 2,4137, 2,3806, 2,4168, 0,0000, 0,0000, 0,0000, 0,3697, 0,0877, 0,0293, 0,0407, 0,0559, 4,0622, 4,1305, 0,0000, 5,0211, 5,0213, 3,0042, 9,7060, 2,2658, 5,0612, 3,1599, 
0000:00:02.513, 5, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4189, 2,4136, 2,3809, 2,4171, 0,0000, 0,0000, 0,0000, 0,3801, 0,0967, 0,0307, 0,0348, 0,0426, 4,0621, 4,1289, 0,0000, 5,0211, 5,0215, 3,0042, 9,7060, 2,2658, 5,0615, 3,1601, 
0000:00:03.017, 6, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4195, 2,4136, 2,3806, 2,4170, 0,0000, 0,0000, 0,0000, 0,3885, 0,1034, 0,0310, 0,0317, 0,0327, 4,0631, 4,1307, 0,0000, 5,0211, 5,0211, 3,0042, 9,7060, 2,2660, 5,0611, 3,1597, 
0000:00:03.520, 7, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4191, 2,4136, 2,3807, 2,4174, 0,0000, 0,0000, 0,0000, 0,3949, 0,1083, 0,0304, 0,0304, 0,0265, 4,0619, 4,1296, 0,0000, 5,0213, 5,0208, 3,0042, 9,7100, 2,2661, 5,0609, 3,1600, 
0000:00:04.023, 8, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4190, 2,4137, 2,3808, 2,4170, 0,0000, 0,0000, 0,0000, 0,3994, 0,1113, 0,0290, 0,0299, 0,0222, 4,0630, 4,1305, 0,0000, 5,0212, 5,0209, 3,0043, 9,7060, 2,2657, 5,0611, 3,1598, 
0000:00:04.526, 9, Normal  , ADCV      ,         ,          , ADAX       , ADSTAT     ,             , 2,4190, 2,4137, 2,3808, 2,4172, 0,0000, 0,0000, 0,0000, 0,4025, 0,1132, 0,0273, 0,0303, 0,0198, 4,0618, 4,1299, 0,0000, 5,0213, 5,0209, 3,0042, 9,7080, 2,2661, 5,0609, 3,1598, 
